DrugBank ID,Name,Type,UniProt ID,UniProt Name,SMILES
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q86YB8,ERO1-like protein beta,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P55789,FAD-linked sulfhydryl oxidase ALR,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C
DB03148,Adenosine 5'-methylenediphosphate,SmallMoleculeDrug,P14193,Ribose-phosphate pyrophosphokinase,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O
DB03148,Adenosine 5'-methylenediphosphate,SmallMoleculeDrug,O33199,MutT/nudix family protein,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O
DB03148,Adenosine 5'-methylenediphosphate,SmallMoleculeDrug,P07024,Protein UshA,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O
DB03150,"2',3'-Dideoxythymidine-5'-Monophosphate",SmallMoleculeDrug,P23919,Thymidylate kinase,Cc1cn([C@H]2CC[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
DB03151,mu4-sulfido-quadro-tetracopper,SmallMoleculeDrug,Q7SIA3,Oxidoreductase,[Cu]12[Cu]3[Cu]4[Cu]1S234
DB03151,mu4-sulfido-quadro-tetracopper,SmallMoleculeDrug,Q51705,Nitrous-oxide reductase,[Cu]12[Cu]3[Cu]4[Cu]1S234
DB03152,B-2-Octylglucoside,SmallMoleculeDrug,Q08188,Protein-glutamine gamma-glutamyltransferase E,CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
DB03152,B-2-Octylglucoside,SmallMoleculeDrug,P19821,"DNA polymerase I, thermostable",CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
DB03152,B-2-Octylglucoside,SmallMoleculeDrug,O68874,Aquaporin Z,CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
DB03152,B-2-Octylglucoside,SmallMoleculeDrug,Q93RD8,H subunit of photosynthetic reaction center complex,CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
DB03152,B-2-Octylglucoside,SmallMoleculeDrug,P60844,Aquaporin Z,CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
DB03152,B-2-Octylglucoside,SmallMoleculeDrug,Q02761,Cytochrome b,CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
DB03152,B-2-Octylglucoside,SmallMoleculeDrug,Q02762,Ubiquinol-cytochrome c reductase iron-sulfur subunit,CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
DB03152,B-2-Octylglucoside,SmallMoleculeDrug,Q02760,Cytochrome c1,CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
DB03152,B-2-Octylglucoside,SmallMoleculeDrug,P08100,Rhodopsin,CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
DB03153,"3H-pyrazolo[4,3-d]pyrimidin-7-ol",SmallMoleculeDrug,P00492,Hypoxanthine-guanine phosphoribosyltransferase,Oc1ncnc2c1N=NC2
DB03154,{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid,SmallMoleculeDrug,P18031,Tyrosine-protein phosphatase non-receptor type 1,O=P(O)(O)C(F)(F)c1ccc2ccc(C(F)(F)P(=O)(O)O)cc2c1
DB03155,2'-fluoro-2'-deoxyuridine 3'-monophosphate,SmallMoleculeDrug,P07998,Ribonuclease pancreatic,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2F)c(=O)[nH]1
DB03156,beta-D-glucuronic acid,SmallMoleculeDrug,Q54873,Hyaluronate lyase,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
DB03156,beta-D-glucuronic acid,SmallMoleculeDrug,Q59288,Chondroitinase-AC,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
DB03156,beta-D-glucuronic acid,SmallMoleculeDrug,Q8VVD2,"Xylan alpha-1,2-glucuronidase",O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
DB03157,"N,O-Didansyl-L-Tyrosine",SmallMoleculeDrug,P0A884,Thymidylate synthase,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](Cc3ccc(OS(=O)(=O)c4cccc5c(N(C)C)cccc45)cc3)C(=O)O)cccc12
DB03158,"D-Myo-Inositol-1,4-Bisphosphate",SmallMoleculeDrug,P32019,"Type II inositol 1,4,5-trisphosphate 5-phosphatase",O=P(O)(O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@H]1O
DB03159,CRA_8696,SmallMoleculeDrug,P00734,Prothrombin,NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3[O-])cc2c1
DB03159,CRA_8696,SmallMoleculeDrug,P07477,Trypsin-1,NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3[O-])cc2c1
DB03159,CRA_8696,SmallMoleculeDrug,P00749,Urokinase-type plasminogen activator,NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3[O-])cc2c1
DB03160,N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate,SmallMoleculeDrug,P12998,8-amino-7-oxononanoate synthase,Cc1ncc(COP(=O)(O)O)c(CN[C@@H](C)C(=O)CCCCCC(=O)O)c1O
DB03161,Thymidine-5'-diphospho-beta-D-xylose,SmallMoleculeDrug,P95780,"dTDP-glucose 4,6-dehydratase",Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
DB03161,Thymidine-5'-diphospho-beta-D-xylose,SmallMoleculeDrug,Q8GIQ0,"dTDP-4-dehydrorhamnose 3,5-epimerase",Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
DB03162,"4-oxo-4,5-dihydro-1,2,5-thiadiazole-3-carboxylic acid",SmallMoleculeDrug,Q27743,L-lactate dehydrogenase,O=C(O)c1nsnc1O
DB03163,2-oxopropyl-CoM,SmallMoleculeDrug,Q56839,"2-oxopropyl-CoM reductase, carboxylating",CC(=O)CSCCS(=O)(=O)O
DB03164,6-amino-1-methyl-7H-purin-1-ium,SmallMoleculeDrug,P07617,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase,C[n+]1cnc2nc[nH]c2c1N
DB03165,2-Dimethylamino-Ethyl-Diphosphate,SmallMoleculeDrug,Q46822,Isopentenyl-diphosphate Delta-isomerase,CN(C)CCO[P@@](=O)(O)OP(=O)(O)O
DB03169,(S)-Hmg-Coa,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC(=O)[O-]
DB03169,(S)-Hmg-Coa,SmallMoleculeDrug,P13702,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC(=O)[O-]
DB03169,(S)-Hmg-Coa,SmallMoleculeDrug,A0A0H3K1U2,3-hydroxy-3-methylglutaryl CoA synthase,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC(=O)[O-]
DB03170,Dephospho Coenzyme A,SmallMoleculeDrug,P0A6I8,Phosphopantetheine adenylyltransferase,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS
DB03171,Indole-3-Propanol Phosphate,SmallMoleculeDrug,P16608,Tryptophan synthase alpha chain,O=P(O)(O)OCCCc1c[nH]c2ccccc12
DB03171,Indole-3-Propanol Phosphate,SmallMoleculeDrug,P00929,Tryptophan synthase alpha chain,O=P(O)(O)OCCCc1c[nH]c2ccccc12
DB03171,Indole-3-Propanol Phosphate,SmallMoleculeDrug,P0A2K1,Tryptophan synthase beta chain,O=P(O)(O)OCCCc1c[nH]c2ccccc12
DB03172,Tubercidin,SmallMoleculeDrug,P0ABP8,Purine nucleoside phosphorylase DeoD-type,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
DB03173,CRA_10433,SmallMoleculeDrug,P07477,Trypsin-1,NC(=[NH2+])c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3[O-])cc2c1
DB03174,Phosphonoacetaldehyde,SmallMoleculeDrug,O31156,Phosphonoacetaldehyde hydrolase,O=CCP(=O)(O)O
DB03175,Propyl alcohol,SmallMoleculeDrug,P61626,Lysozyme C,CCCO
DB03176,KB-141,SmallMoleculeDrug,P10828,Thyroid hormone receptor beta,CC(C)c1cc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)ccc1O
DB03176,KB-141,SmallMoleculeDrug,P10827,Thyroid hormone receptor alpha,CC(C)c1cc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)ccc1O
DB03177,5-methylbenzimidazole,SmallMoleculeDrug,Q05603,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Cc1ccc2nc[nH]c2c1
DB03178,"Guanosine-2',3'-cyclophosphorothioate",SmallMoleculeDrug,P05798,Guanyl-specific ribonuclease Sa,Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@H]4O[P@](O)(=S)O[C@H]43)c2[nH]1
DB03179,Sinapoyl coenzyme A,SmallMoleculeDrug,Q86VU5,Catechol O-methyltransferase domain-containing protein 1,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)C2(O)[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3OP(=O)(O)O)C2(C)C)cc(OC)c1O
DB03180,"4,5-Dimethyl-1,2-phenylenediamine",SmallMoleculeDrug,Q05603,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Cc1cc(N)c(N)cc1C
DB03181,"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione",SmallMoleculeDrug,P10828,Thyroid hormone receptor beta,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1
DB03182,alpha-Fluoro-carboxymethyldethia coenzyme A complex,SmallMoleculeDrug,O75390,"Citrate synthase, mitochondrial",CC(C)(CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCC[C@@H](F)C(=O)O
DB03183,"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",SmallMoleculeDrug,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",CCOC(=O)c1c(C)nn(-c2ccc(N)cc2)c1C
DB03185,"1-Beta-Ribofuranosyl-1,3-Diazepinone",SmallMoleculeDrug,P32320,Cytidine deaminase,O=C1NC=CC=CN1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
DB03186,Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate],SmallMoleculeDrug,P07998,Ribonuclease pancreatic,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2C[C@H](n3ccc(=O)[nH]c3=O)O[C@@H]2COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
DB03187,6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid,SmallMoleculeDrug,P23434,"Glycine cleavage system H protein, mitochondrial",NCSCC[C@H](CCCCC(=O)O)SSCCO
DB03189,Cu-Cyclam,SmallMoleculeDrug,P61626,Lysozyme C,C1CNCCNCCCNCCNC1.[Cu]
DB03190,6-o-Capryloylsucrose,SmallMoleculeDrug,P59676,Penicillin-binding protein 2X,CCCCCCCC(=O)OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
DB03191,3-Oxiran-2ylalanine,SmallMoleculeDrug,Q00266,S-adenosylmethionine synthase isoform type-1,N[C@@H](C[C@H]1CO1)C(=O)O
DB03192,(R)-3-hydroxydecanoyl-CoA,SmallMoleculeDrug,P51659,Peroxisomal multifunctional enzyme type 2,CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
DB03193,Stearic acid,SmallMoleculeDrug,Q9UNK4,Group IID secretory phospholipase A2,CCCCCCCCCCCCCCCCCC(=O)O
DB03193,Stearic acid,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha,CCCCCCCCCCCCCCCCCC(=O)O
DB03194,Methyl beta-L-fucopyranoside,SmallMoleculeDrug,P11226,Mannose-binding protein C,CO[C@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
DB03195,3'-Fluoro-3'-deoxythymidine 5'-monophosphate,SmallMoleculeDrug,P23919,Thymidylate kinase,Cc1cn([C@H]2C[C@H](F)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
DB03196,4-Nitrophenyl-Ara,SmallMoleculeDrug,Q9XBQ3,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,O=[N+]([O-])c1ccc(O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)cc1
DB03197,6-Hydroxymethylpterin,SmallMoleculeDrug,P26281,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,Nc1nc(=O)c2nc(CO)cnc2[nH]1
DB03198,Thio-Maltohexaose,SmallMoleculeDrug,P30920,Cyclomaltodextrin glucanotransferase,OC[C@H]1O[C@H](S[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](S[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](S[C@@H]6[C@@H](CO)O[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
DB03199,4-Methoxy-E-Rhodomycin T,SmallMoleculeDrug,Q06528,Carminomycin 4-O-methyltransferase DnrK,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1C(=O)OC)C(=O)c1cccc(OC)c1C3=O
DB03200,7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate,SmallMoleculeDrug,Q05603,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,O=P(O)(O)OC[C@H]1O[C@H](n2cnc3ncncc32)[C@H](O)[C@@H]1O
DB03201,D-Cysteine,SmallMoleculeDrug,P15085,Carboxypeptidase A1,N[C@H](CS)C(=O)O
DB03202,"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide",SmallMoleculeDrug,Q9UNI1,Chymotrypsin-like elastase family member 1,CC(C)[C@H](NC(=O)Cn1c(-c2ccc(N)cc2)ncc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F
DB03203,Sphingosine,SmallMoleculeDrug,Q9NZD2,Glycolipid transfer protein,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO
DB03203,Sphingosine,SmallMoleculeDrug,P03300,Genome polyprotein,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO
DB03203,Sphingosine,SmallMoleculeDrug,P03303,Genome polyprotein,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO
DB03203,Sphingosine,SmallMoleculeDrug,P13900,Genome polyprotein,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO
DB03203,Sphingosine,SmallMoleculeDrug,P03302,Genome polyprotein,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO
DB03203,Sphingosine,SmallMoleculeDrug,P15151,Poliovirus receptor,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO
DB03205,Pyrroloquinoline Quinone,SmallMoleculeDrug,P13650,Quinoprotein glucose dehydrogenase B,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2
DB03205,Pyrroloquinoline Quinone,SmallMoleculeDrug,Q46444,Quinohemoprotein ethanol dehydrogenase type-1,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2
DB03205,Pyrroloquinoline Quinone,SmallMoleculeDrug,Q8GR64,Quinohemoprotein alcohol dehydrogenase ADH IIB,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2
DB03205,Pyrroloquinoline Quinone,SmallMoleculeDrug,P27505,Pyrroloquinoline-quinone synthase,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2
DB03205,Pyrroloquinoline Quinone,SmallMoleculeDrug,Q9Z4J7,Quinoprotein ethanol dehydrogenase,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2
DB03206,Duvoglustat,SmallMoleculeDrug,P12070,Xylose isomerase,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
DB03206,Duvoglustat,SmallMoleculeDrug,P05618,Cyclomaltodextrin glucanotransferase,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
DB03206,Duvoglustat,SmallMoleculeDrug,Q9UKM7,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
DB03206,Duvoglustat,SmallMoleculeDrug,P31723,"Mannosyl-oligosaccharide alpha-1,2-mannosidase",OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
DB03206,Duvoglustat,SmallMoleculeDrug,Q08638,Beta-glucosidase A,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",SmallMoleculeDrug,P22894,Neutrophil collagenase,O=C(O)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1
DB03210,4-Aminohydrocinnamic Acid,SmallMoleculeDrug,P95468,Aromatic-amino-acid aminotransferase,Nc1ccc(CCC(=O)O)cc1
DB03211,(3-Formyl-but-3-Enyl)-Phosphonic Acid,SmallMoleculeDrug,P22513,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal",C=C(C=O)CCP(=O)(O)O
DB03212,4-Deoxyglucarate,SmallMoleculeDrug,P0AES2,Glucarate dehydratase,O=C([O-])[C@@H](O)C[C@H](O)[C@@H](O)C(=O)[O-]
DB03213,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone,SmallMoleculeDrug,P07477,Trypsin-1,N=C(N)c1ccc2nc(C(=O)c3nc4cc(C(=[NH2+])[NH3+])ccc4[nH]3)[nH]c2c1
DB03214,Vinylglycine,SmallMoleculeDrug,Q96QU6,1-aminocyclopropane-1-carboxylate synthase-like protein 1,C=C[C@H](N)C(=O)O
DB03214,Vinylglycine,SmallMoleculeDrug,Q96RQ9,L-amino-acid oxidase,C=C[C@H](N)C(=O)O
DB03215,"(2s,5s)-5-Carboxymethylproline",SmallMoleculeDrug,Q9XB61,Carbapenam-3-carboxylate synthase,O=C(O)C[C@@H]1CC[C@@H](C(=O)O)N1
DB03216,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine",SmallMoleculeDrug,P23526,Adenosylhomocysteinase,Nc1ncnc2c1ncn2[C@@H]1C=C[C@H](O)[C@H]1O
DB03217,DPI59,SmallMoleculeDrug,P12931,Proto-oncogene tyrosine-protein kinase Src,O=P(O)(O)[C@H](O)c1cccc2ccccc12
DB03218,N-acetyl-N'-beta-D-glucopyranosyl urea,SmallMoleculeDrug,P11217,"Glycogen phosphorylase, muscle form",CC(=O)NC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
DB03219,11-Deoxy-Beta-Rhodomycin,SmallMoleculeDrug,Q54527,Aclacinomycin 10-hydroxylase RdmB,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@@H](O[C@H]4CCC(=O)[C@@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1O
DB03220,FR-234938,SmallMoleculeDrug,P00813,Adenosine deaminase,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1
DB03221,AL7099A,SmallMoleculeDrug,P00918,Carbonic anhydrase 2,CN[C@@H]1CN(c2cccc(OC)c2)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
DB03222,dATP,SmallMoleculeDrug,P06746,DNA polymerase beta,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
DB03222,dATP,SmallMoleculeDrug,Q59560,Protein RecA,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
DB03222,dATP,SmallMoleculeDrug,P62219,Protein RecA,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
DB03222,dATP,SmallMoleculeDrug,P07071,Anaerobic ribonucleoside-triphosphate reductase,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
DB03222,dATP,SmallMoleculeDrug,Q08698,Ribonucleoside-diphosphate reductase 2 subunit alpha,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
DB03222,dATP,SmallMoleculeDrug,P03692,DNA primase/helicase,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
DB03223,Diphthamide,SmallMoleculeDrug,P13639,Elongation factor 2,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N)C(=O)O)c[nH]1)C(N)=O
DB03224,2-Formyl-Protoporphryn Ix,SmallMoleculeDrug,P04164,Cytochrome c-552,C=C[C@@H]1C(C)=C2/C=c3\[n-]c(c(C)\c3=C\O)/C=c3\[n-]/c(c(CCC(=O)O)c3C)=C\c3[n-]c(c(C)c3CCC(=O)O)/C=C/1[N-]2.[Fe+4]
DB03225,D-Tryptophan,SmallMoleculeDrug,P14920,D-amino-acid oxidase,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O
DB03226,Trifluoroethanol,SmallMoleculeDrug,P00326,Alcohol dehydrogenase 1C,OCC(F)(F)F
DB03226,Trifluoroethanol,SmallMoleculeDrug,P01112,GTPase HRas,OCC(F)(F)F
DB03226,Trifluoroethanol,SmallMoleculeDrug,P42328,Alcohol dehydrogenase,OCC(F)(F)F
DB03227,Nicotinamide Mononucleotide,SmallMoleculeDrug,Q10588,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,NC(=O)c1ccc[n+]([C@@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c1
DB03227,Nicotinamide Mononucleotide,SmallMoleculeDrug,Q9HAN9,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,NC(=O)c1ccc[n+]([C@@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c1
DB03227,Nicotinamide Mononucleotide,SmallMoleculeDrug,Q96T66,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3,NC(=O)c1ccc[n+]([C@@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c1
DB03227,Nicotinamide Mononucleotide,SmallMoleculeDrug,Q837V6,DNA ligase,NC(=O)c1ccc[n+]([C@@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c1
DB03228,"5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide",SmallMoleculeDrug,P38489,Oxygen-insensitive NAD(P)H nitroreductase,NC(=O)c1cc(N(CCCl)CCCl)c([N+](=O)[O-])cc1[N+](=O)[O-]
DB03229,alpha-Ketoisocaproic acid,SmallMoleculeDrug,P18548,Deacetoxycephalosporin C synthase,CC(C)CC(=O)C(=O)O
DB03229,alpha-Ketoisocaproic acid,SmallMoleculeDrug,P17584,D-2-hydroxyisocaproate dehydrogenase,CC(C)CC(=O)C(=O)O
DB03230,Adenosine-5'-Propylphosphate,SmallMoleculeDrug,Q8ZKF6,Acetyl-coenzyme A synthetase,CCCOP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
